order_id,product_category,price_inr,discount_pct,payment_method,customer_tenure_days,num_previous_orders,num_previous_returns,delivery_distance_km,delivery_days,is_weekend_order,rating_given,returned
100,Beauty,1582.0,15.8,COD,702,14,5,693.1,7,0,3.0,1
101,Beauty,493.0,15.2,Prepaid_Card,37,0,0,151.5,5,0,,0
102,Home,3564.0,23.0,COD,176,3,0,53.8,8,0,5.0,0
103,Apparel,1150.0,36.4,Prepaid_UPI,155,2,0,156.1,4,1,5.0,0
104,Beauty,1561.0,26.2,Prepaid_UPI,471,9,1,402.8,1,1,3.0,0
105,Footwear,2935.0,43.3,Prepaid_Card,185,6,0,350.7,3,1,1.0,0
106,Home,5268.0,39.0,Wallet,124,2,0,227.1,3,1,5.0,0
107,Electronics,31768.0,44.5,Wallet,104,4,1,308.9,5,0,,0
108,Apparel,586.0,42.5,COD,389,10,4,181.3,8,1,5.0,1
109,Apparel,949.0,45.4,COD,81,2,0,147.6,5,0,1.0,1
110,Beauty,191.0,4.7,Prepaid_Card,611,15,2,129.9,4,0,2.0,0
111,Electronics,21113.0,31.7,COD,16,0,0,220.3,4,0,,0
112,Apparel,1173.0,40.3,COD,195,7,1,158.7,6,0,4.0,1
113,Apparel,1722.0,43.0,COD,406,11,0,115.7,5,1,2.0,1
114,Home,1587.0,10.4,Wallet,368,10,0,244.9,6,0,5.0,0
115,Apparel,1537.0,31.9,COD,315,5,0,170.2,3,0,3.0,0
116,Footwear,1727.0,23.1,Prepaid_UPI,123,3,1,410.9,9,0,2.0,0
117,Footwear,2028.0,49.7,COD,356,4,1,272.2,4,0,4.0,0
118,Home,5839.0,1.2,COD,689,18,0,580.1,3,0,4.0,1
119,Electronics,4334.0,10.5,Prepaid_UPI,512,10,2,288.8,7,1,2.0,0
120,Home,2939.0,0.0,COD,217,4,0,209.8,6,1,,0
121,Home,3313.0,24.2,COD,309,4,2,374.4,3,1,,1
122,Home,5811.0,56.0,COD,25,0,0,541.8,6,0,3.0,1
123,Apparel,759.0,21.3,Prepaid_UPI,280,6,2,68.0,4,1,1.0,1
124,Electronics,42697.0,23.5,COD,16,4,0,376.8,5,0,,0
125,Apparel,2196.0,30.3,COD,139,5,1,220.0,5,1,4.0,0
126,Electronics,37068.0,20.3,COD,646,13,2,291.6,10,1,2.0,0
127,Electronics,14327.0,27.5,COD,170,0,0,566.6,8,0,1.0,0
128,Apparel,1595.0,27.9,COD,332,3,0,230.9,7,1,5.0,0
129,Apparel,550.0,9.3,Prepaid_Card,198,2,0,110.5,6,0,5.0,0
130,Home,7009.0,20.6,COD,169,1,0,84.4,2,0,4.0,0
131,Apparel,1329.0,33.1,COD,664,15,1,556.5,5,1,2.0,1
132,Beauty,565.0,35.9,Prepaid_Card,919,20,4,271.1,4,1,3.0,0
133,Home,2821.0,41.5,Prepaid_UPI,155,3,0,231.2,4,1,4.0,1
134,Electronics,36273.0,27.0,COD,112,1,0,520.5,5,1,,0
135,Home,7001.0,27.3,COD,115,3,0,142.0,1,1,,1
136,Apparel,1335.0,33.3,COD,263,3,0,142.5,4,0,4.0,1
137,Beauty,1279.0,13.1,Wallet,512,11,2,619.5,5,1,4.0,0
138,Electronics,34082.0,12.5,COD,526,13,3,128.3,7,1,2.0,1
139,Footwear,3805.0,20.1,COD,130,2,0,97.5,3,1,,1
140,Apparel,1777.0,2.9,Prepaid_Card,13,1,0,613.9,3,1,5.0,0
141,Electronics,18038.0,28.1,COD,117,0,0,368.2,3,0,1.0,1
142,Electronics,29316.0,37.7,COD,488,7,0,219.5,4,1,3.0,0
143,Beauty,2165.0,11.3,COD,378,9,1,786.2,2,0,3.0,0
144,Home,1469.0,28.5,Prepaid_Card,643,16,0,166.3,7,1,2.0,0
145,Electronics,18200.0,12.6,Prepaid_Card,1281,28,2,324.3,6,1,2.0,1
146,Apparel,502.0,6.8,Prepaid_Card,75,6,1,302.6,10,1,5.0,1
147,Electronics,19109.0,52.8,Prepaid_UPI,178,1,0,527.9,3,1,4.0,0
148,Electronics,35026.0,7.0,COD,404,8,2,140.3,6,1,3.0,0
149,Electronics,9830.0,2.8,Wallet,538,12,1,613.9,2,1,4.0,0
150,Apparel,1375.0,25.2,Prepaid_UPI,347,9,1,738.5,8,0,1.0,0
151,Footwear,646.0,26.0,Prepaid_UPI,637,13,0,474.4,4,0,1.0,0
152,Footwear,4091.0,32.0,Prepaid_UPI,62,0,0,151.5,4,1,5.0,0
153,Apparel,1876.0,52.0,COD,37,2,0,265.2,7,1,,1
154,Home,4338.0,10.3,COD,92,2,0,301.8,7,1,1.0,0
155,Apparel,1670.0,13.3,Prepaid_Card,669,14,0,295.5,2,0,2.0,0
156,Home,1100.0,46.1,COD,105,3,0,81.8,4,0,,0
157,Apparel,1921.0,36.1,Prepaid_Card,180,4,0,349.4,8,1,2.0,0
158,Home,5808.0,34.0,COD,2014,44,11,277.6,4,1,,0
159,Footwear,980.0,13.2,COD,608,13,2,212.9,5,1,,0
160,Footwear,4423.0,38.9,Wallet,98,1,0,225.0,6,0,4.0,0
161,Apparel,441.0,34.0,Prepaid_UPI,35,0,0,803.0,8,0,4.0,0
162,Beauty,1627.0,24.8,Prepaid_Card,196,3,1,478.5,6,1,,1
163,Apparel,709.0,13.2,COD,889,20,2,73.2,4,0,3.0,0
164,Apparel,1695.0,23.6,Prepaid_Card,83,0,0,214.2,1,1,4.0,0
165,Home,842.0,46.7,Prepaid_UPI,140,5,2,429.3,6,1,4.0,1
166,Electronics,4752.0,5.6,Prepaid_Card,215,5,1,485.1,5,0,4.0,0
167,Footwear,2365.0,10.0,Prepaid_Card,385,6,1,290.8,8,0,4.0,0
168,Footwear,4476.0,12.6,Prepaid_Card,383,12,3,115.6,6,0,2.0,0
169,Apparel,898.0,15.8,COD,1112,25,3,107.8,3,0,5.0,0
170,Beauty,1589.0,21.8,Prepaid_UPI,62,0,0,345.2,2,1,4.0,0
171,Apparel,1333.0,36.4,Wallet,1222,30,6,186.8,4,0,2.0,1
172,Electronics,38085.0,28.9,Prepaid_Card,75,4,1,129.2,5,1,1.0,0
173,Apparel,919.0,22.9,COD,175,2,0,37.6,5,1,,1
174,Beauty,1454.0,26.2,Prepaid_Card,99,2,0,88.6,2,0,5.0,0
175,Apparel,2111.0,31.4,Prepaid_Card,370,7,1,273.1,1,0,3.0,1
176,Apparel,999.0,0.0,Wallet,68,0,0,204.1,2,0,5.0,1
177,Electronics,20446.0,38.1,Prepaid_UPI,317,8,2,513.8,1,0,2.0,0
178,Beauty,2239.0,9.6,COD,329,9,1,100.8,2,0,,0
179,Footwear,1830.0,15.3,COD,121,4,1,151.5,5,0,5.0,0
180,Footwear,2023.0,27.1,Prepaid_Card,382,9,0,169.8,8,1,2.0,1
181,Footwear,1716.0,20.9,COD,102,4,0,257.2,1,0,4.0,0
182,Footwear,3738.0,29.3,Prepaid_Card,114,0,0,170.5,2,0,3.0,0
183,Electronics,41951.0,24.1,Prepaid_UPI,448,14,4,139.6,5,1,5.0,0
184,Apparel,1536.0,17.7,Prepaid_UPI,34,0,0,294.9,4,0,4.0,0
185,Footwear,2995.0,44.9,COD,76,0,0,249.1,5,1,,0
186,Home,3303.0,32.6,Prepaid_UPI,318,6,0,375.4,5,0,2.0,0
187,Electronics,1747.0,26.5,Prepaid_UPI,61,0,0,201.3,4,1,5.0,0
188,Apparel,713.0,32.4,COD,365,8,1,457.8,7,0,,0
189,Footwear,1090.0,11.4,Prepaid_Card,260,5,0,130.4,10,1,3.0,0
190,Apparel,609.0,54.6,Prepaid_Card,923,21,3,344.3,2,1,3.0,0
191,Beauty,1687.0,5.7,Prepaid_UPI,1069,22,1,396.5,7,0,,0
192,Apparel,645.0,23.7,COD,334,8,1,43.0,9,1,,1
193,Apparel,554.0,17.7,COD,389,6,0,348.8,8,0,5.0,1
194,Footwear,2030.0,17.1,Prepaid_Card,1625,38,2,218.9,3,1,1.0,0
195,Apparel,848.0,15.2,COD,88,3,1,260.5,4,1,5.0,0
196,Apparel,663.0,10.4,COD,56,1,0,507.2,1,1,,0
197,Home,1425.0,39.8,Prepaid_UPI,400,8,1,231.8,3,0,3.0,0
198,Footwear,1525.0,3.9,COD,83,2,0,124.7,3,1,5.0,0
199,Apparel,1366.0,36.8,Prepaid_Card,132,1,0,333.2,6,1,4.0,0
200,Apparel,1765.0,31.7,Wallet,827,18,2,208.8,2,1,5.0,0
201,Footwear,3911.0,16.3,Prepaid_Card,629,14,3,234.8,5,0,1.0,0
202,Beauty,1916.0,30.0,Prepaid_Card,262,11,6,221.0,5,1,3.0,0
203,Electronics,28716.0,19.6,Prepaid_Card,262,3,0,367.0,3,0,1.0,0
204,Apparel,2034.0,5.5,COD,592,8,3,293.5,6,1,4.0,0
205,Apparel,1336.0,5.6,COD,170,3,0,236.8,4,0,,0
206,Apparel,1540.0,31.8,Prepaid_UPI,184,1,0,281.9,5,1,1.0,0
207,Apparel,1141.0,31.1,COD,209,3,0,128.4,2,0,2.0,0
208,Home,2821.0,25.6,COD,786,15,2,349.9,3,1,5.0,1
209,Apparel,997.0,16.1,COD,115,1,0,298.0,7,1,2.0,1
210,Electronics,7696.0,19.1,Prepaid_UPI,749,15,2,545.2,1,1,5.0,0
211,Home,6434.0,17.1,COD,593,15,1,162.6,6,0,3.0,0
212,Home,726.0,0.0,Prepaid_UPI,235,5,1,165.4,4,1,1.0,1
213,Apparel,1614.0,22.9,COD,280,8,1,268.6,1,0,,0
214,Footwear,3958.0,29.8,Prepaid_Card,1167,26,1,231.0,4,1,,0
215,Home,4130.0,23.0,COD,46,3,0,125.0,6,0,5.0,0
216,Footwear,781.0,48.5,COD,215,4,0,108.8,10,0,2.0,1
217,Apparel,1171.0,6.9,Prepaid_Card,516,15,1,444.9,9,0,3.0,0
218,Apparel,1018.0,12.1,Prepaid_UPI,498,12,1,151.6,2,1,3.0,0
219,Beauty,2466.0,24.0,COD,183,3,0,201.9,6,0,3.0,0
220,Electronics,31477.0,25.7,Prepaid_Card,2,1,0,103.2,4,1,2.0,0
221,Apparel,1698.0,0.0,Prepaid_Card,1038,23,3,741.9,3,0,5.0,0
222,Electronics,23793.0,31.0,COD,813,18,1,158.0,7,1,,0
223,Home,5762.0,25.7,Prepaid_Card,169,4,0,217.0,5,0,2.0,0
224,Beauty,1848.0,0.0,COD,97,4,1,80.6,5,0,3.0,1
225,Apparel,519.0,20.2,Prepaid_Card,129,0,0,259.9,1,0,5.0,0
226,Beauty,673.0,9.9,COD,253,5,0,630.8,2,1,5.0,0
227,Apparel,423.0,15.2,Prepaid_Card,98,4,0,111.2,3,1,3.0,1
228,Home,4226.0,1.9,COD,232,6,0,266.8,6,1,,0
229,Home,7044.0,28.2,Prepaid_Card,58,0,0,180.5,6,0,5.0,0
230,Apparel,1497.0,48.4,Prepaid_Card,26,0,0,238.3,8,0,3.0,0
231,Apparel,1300.0,26.0,Wallet,126,6,1,190.0,2,0,5.0,0
232,Electronics,41757.0,0.0,Prepaid_Card,45,1,0,98.7,8,0,4.0,0
233,Beauty,555.0,26.3,Prepaid_UPI,137,6,2,280.9,4,1,2.0,0
234,Home,874.0,19.1,COD,767,19,5,381.8,5,1,1.0,0
235,Beauty,2306.0,5.5,COD,185,3,0,184.9,4,1,5.0,0
236,Footwear,4111.0,27.3,COD,605,8,1,442.4,5,0,3.0,1
237,Electronics,31114.0,35.2,Prepaid_Card,74,1,0,446.0,6,1,3.0,0
238,Footwear,1484.0,12.0,Prepaid_UPI,809,18,2,382.1,7,1,1.0,0
239,Apparel,2146.0,0.0,Prepaid_UPI,858,20,2,121.0,4,1,5.0,0
240,Apparel,1778.0,0.0,Prepaid_Card,189,2,0,328.5,5,1,4.0,0
241,Footwear,3196.0,12.0,Prepaid_Card,9,1,0,309.3,2,1,1.0,1
242,Footwear,1392.0,19.7,COD,434,10,2,136.2,6,0,5.0,0
243,Apparel,1324.0,14.3,COD,134,5,1,174.2,5,1,3.0,0
244,Electronics,37229.0,11.8,Prepaid_UPI,137,2,0,239.9,3,0,4.0,0
245,Home,6924.0,30.5,COD,1182,27,12,169.5,2,0,5.0,0
246,Footwear,2746.0,28.9,COD,23,1,0,218.5,5,1,5.0,0
247,Home,4326.0,25.0,Wallet,338,9,2,557.8,7,0,5.0,0
248,Electronics,31759.0,34.2,Wallet,330,6,0,142.5,8,1,1.0,0
249,Electronics,24337.0,12.2,Prepaid_Card,119,0,0,140.3,2,0,3.0,0
250,Electronics,19494.0,5.6,COD,138,3,0,426.2,7,1,2.0,0
251,Home,958.0,14.2,Prepaid_UPI,12,0,0,247.5,6,0,5.0,0
252,Footwear,1004.0,13.1,COD,108,0,0,265.1,8,1,4.0,1
253,Electronics,34500.0,0.0,Prepaid_Card,64,0,0,203.2,6,1,2.0,0
254,Apparel,444.0,13.8,COD,57,0,0,204.9,4,0,1.0,1
255,Apparel,494.0,38.6,Wallet,53,1,0,224.3,6,1,5.0,1
256,Footwear,4119.0,34.0,Wallet,57,1,0,265.9,1,1,3.0,0
257,Footwear,3316.0,29.9,Prepaid_Card,85,0,0,379.6,2,0,4.0,0
258,Apparel,408.0,24.0,COD,141,0,0,128.2,3,0,4.0,0
259,Apparel,962.0,43.7,Prepaid_Card,134,5,1,148.6,3,0,4.0,1
260,Home,6178.0,6.1,COD,525,11,1,430.9,1,1,2.0,0
261,Apparel,1152.0,7.5,Prepaid_UPI,165,4,1,254.7,3,1,,0
262,Footwear,2375.0,38.9,COD,192,2,0,190.1,3,1,,0
263,Apparel,1226.0,22.4,COD,685,15,4,286.8,4,1,,0
264,Apparel,764.0,11.9,Prepaid_UPI,61,1,0,172.1,5,0,5.0,0
265,Beauty,1845.0,30.3,Prepaid_Card,123,1,0,416.9,2,0,5.0,0
266,Apparel,585.0,15.4,Prepaid_UPI,20,0,0,155.7,4,1,2.0,0
267,Apparel,1313.0,9.4,COD,38,0,0,168.4,4,0,2.0,0
268,Apparel,706.0,9.0,Prepaid_UPI,57,5,0,186.5,1,1,4.0,0
269,Apparel,484.0,26.8,COD,1187,26,5,309.8,4,1,1.0,0
270,Apparel,658.0,25.1,COD,358,10,0,444.1,5,1,5.0,0
271,Apparel,1965.0,44.8,Prepaid_Card,98,2,0,329.5,6,1,,0
272,Apparel,717.0,17.6,COD,168,3,1,380.4,2,0,,0
273,Apparel,901.0,17.4,Prepaid_Card,5,0,0,83.6,4,0,4.0,0
274,Home,1363.0,43.6,COD,911,23,2,80.9,7,1,4.0,0
275,Home,5964.0,36.8,COD,832,19,1,98.5,1,1,3.0,0
276,Electronics,20711.0,24.2,Prepaid_UPI,512,10,2,228.4,4,0,2.0,0
277,Apparel,2099.0,0.0,COD,5,0,0,178.4,1,0,,0
278,Electronics,30297.0,9.8,Prepaid_Card,138,5,0,102.7,4,0,1.0,0
279,Footwear,2626.0,6.2,Prepaid_UPI,439,4,1,23.3,3,0,5.0,0
280,Footwear,3127.0,22.5,COD,373,9,2,322.2,5,0,,0
281,Apparel,473.0,14.4,Prepaid_UPI,29,2,1,487.3,4,1,5.0,0
282,Apparel,2111.0,46.0,COD,89,0,0,387.3,2,1,3.0,0
283,Apparel,2122.0,0.0,COD,12,1,0,220.8,8,1,4.0,0
284,Apparel,897.0,4.6,COD,1804,41,3,270.5,5,0,,0
285,Home,5138.0,25.7,Prepaid_UPI,626,11,0,156.3,7,0,5.0,1
286,Electronics,10044.0,29.8,Prepaid_Card,1017,24,2,235.8,2,1,2.0,0
287,Apparel,1385.0,0.0,Prepaid_Card,34,1,0,225.6,4,1,4.0,0
288,Electronics,34961.0,0.0,Wallet,792,17,1,299.5,7,1,2.0,0
289,Electronics,42364.0,18.0,COD,349,8,2,149.9,3,0,5.0,0
290,Apparel,1011.0,42.3,Prepaid_UPI,1212,28,1,732.3,4,1,3.0,0
291,Footwear,3274.0,50.3,Prepaid_UPI,138,8,0,109.2,4,0,,0
292,Apparel,1690.0,15.8,Wallet,726,17,2,268.5,1,0,1.0,1
293,Beauty,670.0,19.4,Wallet,533,13,6,349.5,4,1,2.0,0
294,Apparel,1532.0,9.4,Wallet,811,18,2,115.1,4,1,,0
295,Footwear,3122.0,31.5,COD,439,14,0,74.7,4,0,5.0,1
296,Beauty,1946.0,44.9,Prepaid_UPI,384,6,1,352.7,3,1,2.0,1
297,Beauty,2500.0,40.8,Prepaid_UPI,365,5,0,739.8,2,1,3.0,0
298,Footwear,661.0,21.6,Prepaid_Card,231,5,1,60.1,3,1,1.0,0
299,Footwear,1309.0,9.4,COD,541,13,5,736.5,3,1,4.0,0
300,Home,1417.0,22.1,Wallet,126,0,0,361.1,6,1,3.0,0
301,Footwear,1118.0,42.7,COD,549,12,1,232.1,3,0,2.0,0
302,Apparel,1218.0,16.0,Prepaid_Card,146,3,1,388.6,5,0,3.0,0
303,Electronics,39680.0,0.0,Prepaid_Card,1112,26,2,454.1,5,1,4.0,0
304,Electronics,20854.0,16.6,COD,831,19,3,210.9,3,0,4.0,0
305,Footwear,3174.0,17.8,Prepaid_UPI,84,0,0,860.0,7,1,2.0,1
306,Electronics,17691.0,0.0,COD,325,5,1,723.9,4,0,2.0,1
307,Electronics,15201.0,25.5,Prepaid_UPI,66,0,0,163.2,3,0,4.0,1
308,Home,6724.0,29.6,Prepaid_UPI,325,9,0,285.4,7,0,3.0,0
309,Apparel,1580.0,49.9,COD,47,2,0,112.3,5,0,2.0,0
310,Apparel,1032.0,2.0,Prepaid_UPI,52,0,0,92.2,1,0,3.0,0
311,Electronics,41240.0,33.0,COD,965,22,2,196.0,1,1,3.0,0
312,Electronics,23035.0,36.5,Prepaid_UPI,122,1,0,278.8,8,1,1.0,0
313,Apparel,739.0,29.8,Wallet,141,7,1,135.1,5,0,5.0,1
314,Electronics,22365.0,6.9,COD,543,13,0,381.6,4,0,1.0,0
315,Electronics,30752.0,6.0,Prepaid_UPI,40,2,0,293.2,1,0,4.0,0
316,Electronics,17280.0,23.5,Prepaid_Card,285,9,0,246.0,4,1,4.0,0
317,Electronics,38158.0,23.4,Prepaid_Card,272,8,0,146.8,2,0,2.0,0
318,Home,4405.0,13.6,Prepaid_UPI,27,1,0,156.9,4,0,3.0,1
319,Apparel,1242.0,41.4,Prepaid_Card,537,12,2,202.5,3,1,2.0,0
320,Beauty,2168.0,16.0,Prepaid_Card,631,17,0,164.7,4,0,5.0,0
321,Beauty,1238.0,0.0,COD,224,5,0,188.2,5,0,,1
322,Electronics,19351.0,18.6,COD,479,9,1,148.0,5,0,3.0,0
323,Electronics,5743.0,29.2,Prepaid_UPI,835,22,11,310.2,4,1,2.0,0
324,Electronics,17077.0,27.1,COD,524,10,0,105.0,5,0,2.0,0
325,Footwear,2088.0,27.0,Prepaid_Card,471,7,2,412.2,1,1,1.0,1
326,Home,1691.0,44.4,COD,115,5,1,170.9,4,1,4.0,0
327,Footwear,2851.0,5.3,Prepaid_UPI,280,5,0,318.0,5,1,5.0,0
328,Electronics,7500.0,15.6,Prepaid_Card,237,6,0,241.5,4,0,1.0,0
329,Home,2022.0,45.2,COD,76,5,0,94.5,8,1,1.0,1
330,Apparel,1410.0,0.0,COD,274,3,0,397.3,4,0,4.0,0
331,Footwear,1576.0,21.2,Prepaid_Card,203,4,1,589.4,2,1,2.0,0
332,Apparel,1551.0,40.4,Wallet,253,9,1,215.2,4,0,,1
333,Home,5617.0,40.2,Prepaid_Card,87,3,0,66.8,3,1,4.0,0
334,Footwear,1705.0,31.9,Prepaid_Card,796,17,5,298.4,1,1,1.0,0
335,Apparel,557.0,32.3,Prepaid_UPI,883,24,2,250.1,4,0,1.0,1
